date,AAPL,MSFT,JPM,XOM,JNJ,NESN.SW,NOVN.SW,MC.PA,SAP.DE,AIR.PA
2024-08-12,215.7254180908203,400.51556396484375,197.8760223388672,111.4381332397461,151.0607452392578,82.21027374267578,90.64215850830078,604.6095581054688,184.4734344482422,128.44593811035156
2024-08-13,219.43438720703125,407.604248046875,199.55545043945312,110.3705825805664,149.65293884277344,82.24737548828125,91.04505157470703,603.7527465820312,186.69529724121094,129.00291442871094
2024-08-14,219.88067626953125,410.4100646972656,201.76272583007812,111.39130401611328,149.7379608154297,82.82240295410156,92.0850830078125,613.2726440429688,187.18255615234375,129.31019592285156
2024-08-15,222.85577392578125,415.2626647949219,203.01991271972656,112.08043670654297,150.3143310546875,82.80384826660156,92.54419708251953,624.506103515625,190.9831085205078,131.48040771484375
2024-08-16,224.1747283935547,412.7377624511719,205.34231567382812,111.55179595947266,150.5977783203125,83.30467987060547,93.2000732421875,626.5052490234375,191.78221130371094,132.15260314941406
2024-08-19,224.0160675048828,415.7558288574219,206.76263427734375,111.89163970947266,150.82455444335938,83.63856506347656,93.8840560913086,642.1179809570312,192.2109832763672,133.016845703125
2024-08-20,224.6309051513672,418.9810485839844,205.87014770507812,108.1628646850586,151.3253173828125,82.80384826660156,94.07145690917969,645.259521484375,190.90513610839844,132.9784393310547
2024-08-21,224.52182006835938,418.330078125,205.94688415527344,107.47373962402344,152.5252227783203,82.9522476196289,93.9402847290039,646.21142578125,191.48985290527344,133.5738067626953
2024-08-22,222.66734313964844,409.8577880859375,207.89508056640625,108.3044662475586,153.39450073242188,82.9522476196289,94.07145690917969,645.449951171875,191.52882385253906,133.36253356933594
2024-08-23,224.95819091796875,411.080810546875,209.50730895996094,109.80541229248047,155.07630920410156,83.04499053955078,94.07145690917969,648.4010620117188,190.6322784423828,135.20626831054688
2024-08-26,225.2953338623047,407.82598876953125,210.33265686035156,112.15595245361328,155.5298309326172,83.21192932128906,94.52119445800781,649.2578125,189.2484893798828,135.53274536132812
2024-08-27,226.13832092285156,408.1711730957031,211.30189514160156,111.08924865722656,155.12998962402344,83.17483520507812,94.40876770019531,637.6436157226562,190.28146362304688,135.26388549804688
2024-08-28,224.611083984375,404.9755554199219,212.3671417236328,109.99420928955078,156.0534210205078,83.7684097290039,95.10211944580078,634.2164916992188,190.22299194335938,135.26388549804688
2024-08-29,227.88369750976562,407.4610595703125,213.25006103515625,111.51403045654297,156.34857177734375,84.49182891845703,95.49564361572266,644.8787231445312,193.94558715820312,134.97579956054688
2024-08-30,227.10025024414062,411.4259948730469,215.73562622070312,111.33467864990234,157.9003448486328,84.4176254272461,95.68304443359375,641.9276123046875,192.67874145507812,133.304931640625
2024-09-02,227.10025024414062,411.4259948730469,215.73562622070312,111.33467864990234,157.9003448486328,84.06520080566406,96.22647094726562,640.88037109375,194.76417541503906,131.48040771484375
2024-09-03,220.9219512939453,403.8314514160156,211.41705322265625,109.00301361083984,159.13796997070312,84.84426879882812,94.970947265625,638.6908569335938,193.14649963378906,129.1949462890625
2024-09-04,219.01788330078125,403.2988586425781,210.48617553710938,107.6719741821289,159.32835388183594,83.13773345947266,94.55867767333984,611.7494506835938,188.64430236816406,128.27310180664062
2024-09-05,220.53518676757812,402.79583740234375,208.85472106933594,106.83182525634766,157.0720977783203,82.06188201904297,92.67538452148438,589.4728393554688,186.55886840820312,126.5062026977539
2024-09-06,218.98814392089844,396.1974792480469,203.89320373535156,106.33150482177734,156.49136352539062,81.1900634765625,92.3849105834961,582.6185302734375,185.8572235107422,123.24127197265625
2024-09-09,219.077392578125,400.1624450683594,208.0677947998047,108.56877899169922,158.61434936523438,81.70944213867188,93.3218765258789,586.6168823242188,187.6697998046875,124.60485076904297
2024-09-10,218.28402709960938,408.52630615234375,197.27142333984375,104.61344146728516,159.34739685058594,81.89494323730469,92.58167266845703,582.9993896484375,187.6308135986328,125.25785064697266
2024-09-11,220.8128662109375,417.2451477050781,198.8740997314453,103.5750503540039,156.91026306152344,81.39410400390625,91.3261489868164,577.8585815429688,189.46287536621094,125.04659271240234
2024-09-12,220.9219512939453,421.15093994140625,198.26947021484375,105.00048065185547,156.73887634277344,81.50540161132812,92.23500061035156,577.6681518554688,194.1015167236328,125.35386657714844
2024-09-13,220.65419006347656,424.6917724609375,196.08143615722656,104.92496490478516,157.57664489746094,81.24571228027344,91.97264862060547,578.90576171875,195.53404235839844,125.31546020507812
2024-09-16,214.52545166015625,425.43145751953125,199.4786834716797,106.3975830078125,158.97613525390625,80.46664428710938,92.20689392089844,574.6217041015625,195.04678344726562,124.27836608886719
2024-09-17,214.99154663085938,429.18927001953125,200.8126220703125,107.78526306152344,159.05227661132812,80.18840026855469,91.85084533691406,578.52490234375,195.53404235839844,124.56645202636719
2024-09-18,218.8592071533203,424.9086608886719,199.16197204589844,108.1628646850586,158.1764373779297,79.48353576660156,91.86021423339844,567.29150390625,194.49131774902344,123.6061782836914
2024-09-19,226.9713592529297,432.6808166503906,201.9930419921875,109.50334167480469,156.91026306152344,79.2052993774414,92.23500061035156,584.5224609375,200.84507751464844,128.13865661621094
2024-09-20,226.30690002441406,429.3075866699219,202.57843017578125,108.814208984375,156.28192138671875,76.08901977539062,92.78781127929688,563.4835815429688,199.28587341308594,125.64195251464844
2024-09-23,224.59124755859375,427.57171630859375,202.91432189941406,110.78717041015625,155.38702392578125,76.86808776855469,92.71285247802734,566.5298461914062,201.57595825195312,127.65853881835938
2024-09-24,225.4837646484375,423.2912292480469,203.05825805664062,110.49452209472656,154.96815490722656,77.90684509277344,92.29122161865234,584.61767578125,201.57595825195312,129.5598602294922
2024-09-25,224.49205017089844,426.19085693359375,201.7147216796875,108.34222412109375,152.8927764892578,78.24073028564453,93.09700775146484,587.8544921875,196.65472412109375,128.1962890625
2024-09-26,225.63253784179688,425.40185546875,201.32125854492188,106.48255157470703,153.64486694335938,78.66736602783203,91.72904205322266,645.9259033203125,199.28587341308594,129.00291442871094
2024-09-27,225.90028381347656,422.15692138671875,202.01223754882812,109.33341217041016,153.65435791015625,79.01980590820312,91.75714874267578,669.6304931640625,200.4552764892578,128.5035858154297
2024-09-30,231.06707763671875,424.40570068359375,202.3577117919922,110.6550064086914,154.28269958496094,78.79721069335938,91.02632141113281,655.44580078125,199.18841552734375,126.00686645507812
2024-10-01,224.33343505859375,414.9273681640625,198.69174194335938,113.2132339477539,154.216064453125,78.7601089477539,90.7077407836914,632.1220703125,199.09097290039062,123.62539672851562
2024-10-02,224.89869689941406,411.4161376953125,198.93165588378906,114.71417999267578,153.43540954589844,78.88995361328125,91.10128021240234,636.310791015625,198.55499267578125,122.281005859375
2024-10-03,223.79786682128906,410.8341979980469,196.9547119140625,115.7148208618164,152.7975616455078,77.88829803466797,91.3261489868164,629.26611328125,195.6802215576172,121.53199005126953
2024-10-04,224.91848754882812,410.36077880859375,203.94537353515625,117.83881378173828,152.5976104736328,77.64715576171875,91.55101776123047,630.1229248046875,195.58274841308594,121.80087280273438
2024-10-07,219.85092163085938,403.9300842285156,203.6653594970703,118.34856414794922,151.87413024902344,77.55441284179688,91.56975555419922,647.16357421875,195.19296264648438,122.338623046875
2024-10-08,223.89706420898438,409.02923583984375,203.4915313720703,115.20506286621094,152.0264434814453,77.29471588134766,91.42921447753906,624.0300903320312,199.7731170654297,121.32072448730469
2024-10-09,227.63575744628906,411.7415771484375,206.06959533691406,115.25225067138672,152.94033813476562,77.8697509765625,93.01268768310547,624.886962890625,202.5504608154297,122.37703704833984
2024-10-10,227.13992309570312,410.14373779296875,205.50958251953125,116.24344635009766,152.8070831298828,77.72135925292969,92.4317626953125,623.5541381835938,200.79635620117188,122.81875610351562
2024-10-11,225.66232299804688,410.61724853515625,214.6341094970703,116.68712615966797,153.71148681640625,77.90684509277344,93.17196655273438,621.7453002929688,203.28134155273438,127.63931274414062
2024-10-14,229.3811798095703,413.3985595703125,213.85202026367188,117.13081359863281,153.84478759765625,78.2036361694336,93.97776794433594,607.1798706054688,206.1561279296875,129.75192260742188
2024-10-15,231.91000366210938,413.0039978027344,214.73068237304688,113.60970306396484,156.22479248046875,77.79554748535156,94.22136688232422,595.375244140625,204.45074462890625,130.3665008544922
2024-10-16,229.85719299316406,410.419921875,215.93760681152344,113.90234375,156.39614868164062,77.79554748535156,94.44624328613281,573.4794311523438,205.279052734375,130.5585479736328
2024-10-17,230.22412109375,411.0117492675781,216.69073486328125,113.60970306396484,156.57705688476562,79.76177215576172,94.59615325927734,580.1433715820312,206.20486450195312,135.6864013671875
2024-10-18,233.05047607421875,412.4320068359375,217.6080322265625,113.28874969482422,157.19583129882812,79.74322509765625,94.61490631103516,593.2808227539062,207.42298889160156,134.01553344726562
2024-10-21,234.5181884765625,413.0435485839844,215.31964111328125,113.35482788085938,155.0157470703125,80.09566497802734,94.10893249511719,581.66650390625,205.37652587890625,133.32412719726562
